oln_id	overexpression_toxic	essential	periodically_expressed	uniprot_acc	gene_name	description	synonyms
YAR028W	0	0	0	P39548	NA	DUP240 protein YAR028W	NA
YJL141C	0	0	0	P14680	YAK1	Dual specificity protein kinase YAK1	NA
YOR028C	0	0	0	P40917	CIN5	AP-1-like transcription factor YAP4	HAL6;SDS15;YAP4
YBR072C-A	0	0	0	Q3E794	NA	Uncharacterized protein YBR072C-A	NA
YBR103C-A	0	0	0	P0C5L3	NA	Putative uncharacterized protein YBR103C-A	NA
YBL113W-A	0	0	0	Q8TGK5	NA	Putative UPF0479 protein YBL113W-A	NA
YBR126W-B	0	0	0	A0A023PXH5	NA	Uncharacterized protein YBR126W-B {ECO:0000305}	NA
YBL039W-B	0	0	0	P0C268	NA	Uncharacterized protein YBL039W-B	NA
YBR056W-A	0	0	0	I2HB52	NA	Uncharacterized protein YBR056W-A	NA
YBR226C	0	0	0	P38322	NA	Putative uncharacterized protein YBR226C	NA
YBR285W	0	0	0	P38354	NA	Putative uncharacterized protein YBR285W	NA
YBR300C	0	0	0	P38362	NA	Putative uncharacterized protein YBR300C	NA
YBR062C	0	0	0	P38239	NA	Uncharacterized RING finger protein YBR062C	NA
YBR099C	0	0	0	P38258	NA	Putative uncharacterized protein YBR099C	NA
YCL021W	0	0	0	P25561	NA	Putative uncharacterized protein YCL021W	NA
YCL076W	0	0	0	P25602	NA	Putative uncharacterized protein YCL076W	NA
YCR007C	0	0	0	P25354	NA	DUP240 protein YCR007C	NA
YCR022C	0	0	0	P25620	NA	Putative uncharacterized protein YCR022C	NA
YCR064C	0	0	0	P25640	NA	Putative uncharacterized protein YCR064C	NA
YDR003W-A	0	0	0	Q3E7Z7	NA	Uncharacterized protein YDR003W-A	NA
YDL071C	0	0	0	Q07438	NA	Putative uncharacterized protein YDL071C	NA
YDL094C	0	0	0	Q07509	NA	Putative uncharacterized protein YDL094C	NA
YDL114W	0	0	0	Q07530	NA	Uncharacterized oxidoreductase YDL114W	NA
YDL121C	0	0	0	Q07541	NA	Uncharacterized protein YDL121C	NA
YDR261C-C	0	0	0	O74302	TY1A-DR4	Transposon Ty1-DR4 Gag polyprotein	YDRCTy1-3 GAG
YDR316W-A	0	0	0	P0CX65	TY1A-DR5	Transposon Ty1-DR5 Gag polyprotein	YDRWTy1-4 GAG
YDL157C	0	0	0	Q12082	NA	Uncharacterized protein YDL157C, mitochondrial	NA
YDR169C-A	0	0	0	Q3E789	NA	Uncharacterized protein YDR169C-A	NA
YDL180W	0	0	0	Q12301	NA	Uncharacterized membrane protein YDL180W	NA
YDR193W	0	0	0	P0C5E0	NA	Putative uncharacterized protein YDR193W	NA
YDR119W-A	0	0	0	Q2V2P9	NA	Uncharacterized protein YDR119W-A	NA
YDL206W	0	0	0	Q12424	NA	Putative cation exchanger YDL206W precursor	NA
YDL213W-A	0	0	0	Q00590	NA	Putative uncharacterized protein YDL213W-A	NA
YDL240C-A	0	0	0	P0C5L8	NA	Putative uncharacterized protein YDL240C-A precursor	NA
YDR250C	0	0	0	Q03788	NA	Putative uncharacterized protein YDR250C	NA
YDR034C-A	0	0	0	P0C289	NA	Putative uncharacterized protein YDR034C-A	NA
YDR371C-A	0	0	0	P0C5M1	NA	Uncharacterized protein YDR371C-A	NA
YDR391C	0	0	0	Q04170	NA	Uncharacterized protein YDR391C	NA
YDR417C	0	0	0	P87267	NA	Putative uncharacterized protein YDR417C precursor	NA
YDR464C-A	0	0	0	Q8TGP5	NA	Putative uncharacterized protein YDR464C-A	NA
YDR094W	0	0	0	A0A023PYD3	NA	Putative uncharacterized protein YDR094W {ECO:0000305}	NA
YDR010C	0	0	0	Q12426	NA	Putative uncharacterized protein YDR010C	NA
YEL020C-B	0	0	0	P0C5M6	NA	Putative uncharacterized protein YEL020C-B precursor	NA
YEL032C-A	0	0	0	Q8TGP4	NA	Putative uncharacterized protein YEL032C-A	NA
YEL076C-A	0	0	0	P0CX16	NA	Putative uncharacterized protein YEL076C-A	NA
YER084W-A	0	0	0	A0A023PZG0	NA	Putative uncharacterized membrane protein YER084W-A {ECO:0000305} precursor	NA
YER145C-A	0	0	0	A0A023PYF4	NA	Putative uncharacterized protein YER145C-A {ECO:0000305} precursor	NA
YER152W-A	0	0	0	A0A023PZC7	NA	Putative uncharacterized protein YER152W-A {ECO:0000305}	NA
YER165C-A	0	0	0	A0A023PZH1	NA	Putative uncharacterized membrane protein YER165C-A {ECO:0000305}	NA
YEL014C	0	0	0	P39999	NA	Uncharacterized protein YEL014C	NA
YEL023C	0	0	0	P39992	NA	Uncharacterized protein YEL023C	NA
YEL067C	0	0	0	P39978	NA	Uncharacterized protein YEL067C	NA
YEL074W	0	0	0	P39973	NA	Putative UPF0320 protein YEL074W	NA
YER079W	0	0	0	P40052	NA	Uncharacterized protein YER079W	NA
YER130C	0	0	0	P39959	NA	Zinc finger protein YER130C	NA
YFL021C-A	0	0	0	A0A023PXK7	NA	Putative uncharacterized membrane protein YFL021C-A {ECO:0000305}	NA
YFL012W	0	0	0	P43580	NA	Uncharacterized protein YFL012W	NA
YFL064C	0	0	0	P43540	NA	Uncharacterized protein YFL064C	NA
YFL066C	0	0	0	P43538	NA	Y' element ATP-dependent helicase YFL066C	NA
YFR006W	0	0	0	P43590	NA	Uncharacterized peptidase YFR006W	NA
YGL006W-A	0	0	0	Q3E802	NA	Uncharacterized protein YGL006W-A	NA
YGR174W-A	0	0	0	Q8TGT8	NA	Uncharacterized protein YGR174W-A	NA
YGL108C	0	0	0	P53139	NA	Uncharacterized protein YGL108C	NA
YGL132W	0	0	0	P53126	NA	Putative uncharacterized protein YGL132W	NA
YGR296C-A	0	0	0	P0CL28	NA	Putative uncharacterized protein YGR296C-A precursor	NA
YGL204C	0	0	0	P53089	NA	Uncharacterized protein YGL204C	NA
YHR193C-A	0	0	0	A0A023PYH5	NA	Putative uncharacterized protein YHR193C-A {ECO:0000305}	NA
YHR214W	0	0	0	P0CX19	NA	Putative GPI-anchored protein YHR214W precursor	NA
YHR213W-B	0	0	0	Q8TGK1	NA	Uncharacterized protein YHR213W-B	NA
YHL009W-A	0	0	0	Q6Q5P6	TY4A-H	Transposon Ty4-H Gag polyprotein	YHLWTy4-1 GAG
YHL009W-B	0	0	0	P0C2J7	TY4B-H	Transposon Ty4-H Gag-Pol polyprotein	YHLWTy4-1 POL
YHR180W-A	0	0	0	P0C5N8	NA	Putative uncharacterized protein YHR180W-A	NA
YHL008C	0	0	0	P38750	NA	Uncharacterized transporter YHL008C	NA
YHR022C	0	0	0	P38763	NA	Uncharacterized protein YHR022C	NA
YHR029C	0	0	0	P38765	YHI9	Uncharacterized isomerase YHI9	NA
YHR112C	0	0	0	P38716	NA	Uncharacterized trans-sulfuration enzyme YHR112C	NA
YHR180W	0	0	0	P38868	NA	Putative uncharacterized protein YHR180W	NA
YIR018C-A	0	0	0	Q3E7Z3	NA	Uncharacterized protein YIR018C-A	NA
YIL066W-A	0	0	0	A0A023PXF8	NA	Putative uncharacterized membrane protein YIL066W-A {ECO:0000305}	NA
YIL171W-A	0	0	0	A0A023PXN9	NA	Putative uncharacterized membrane protein YIL171W-A	NA
YAL044W-A	0	0	0	Q3E793	NA	Uncharacterized bolA-like protein YAL044W-A	NA
YAL063C-A	0	0	0	Q3E791	NA	Uncharacterized protein YAL063C-A	NA
YAL045C	0	0	0	P39725	NA	Putative uncharacterized protein YAL045C	NA
YAL066W	0	0	0	P39710	NA	Putative uncharacterized protein YAL066W	NA
YAR023C	0	0	0	D6VPM8	NA	Putative DUP240 protein YAR023C	NA
YAR060C	0	0	0	P0CX88	NA	Putative uncharacterized protein YAR060C	NA
YPL239W	0	0	0	P46683	YAR1	Ankyrin repeat-containing protein YAR1	NA
YBL006W-A	0	0	0	Q8TGQ6	NA	Putative uncharacterized protein YBL006W-A	NA
YBL111C	0	0	0	Q3E7Y5	NA	Uncharacterized helicase-like protein YBL111C	NA
YBL113C	0	0	0	Q7M4S9	NA	Uncharacterized protein YBL113C	NA
YBL005W-B	0	0	0	Q12490	TY1B-BL	Transposon Ty1-BL Gag-Pol polyprotein	YBLWTy1-1 POL
YBR255C-A	0	0	0	Q3E776	NA	Uncharacterized protein YBR255C-A	NA
YBR220C	0	0	0	P38318	NA	Uncharacterized membrane protein YBR220C	NA
YBR277C	0	0	0	P38350	NA	Putative uncharacterized protein YBR277C	NA
YBL065W	0	0	0	P38188	NA	Putative uncharacterized protein YBL065W	NA
YBL083C	0	0	0	P38178	NA	Putative uncharacterized protein YBL083C	NA
YBL096C	0	0	0	P38171	NA	Putative uncharacterized protein YBL096C	NA
YBR053C	0	0	0	P38235	NA	Uncharacterized protein YBR053C	NA
YBR063C	0	0	0	P38083	NA	Uncharacterized protein YBR063C	NA
YBR116C	0	0	0	P38268	NA	Putative uncharacterized protein YBR116C	NA
YCR097W-A	0	0	0	Q96VG6	NA	Putative uncharacterized protein YCR097W-A	NA
YCR102W-A	0	0	0	Q96VG5	NA	Putative uncharacterized protein YCR102W-A	NA
YCL023C	0	0	0	P25563	NA	Putative uncharacterized protein YCL023C	NA
YCL049C	0	0	0	P25577	NA	Uncharacterized protein YCL049C precursor	NA
YDR135C	0	0	0	P39109	YCF1	Metal resistance protein YCF1	NA
YCR004C	0	0	0	P25349	YCP4	Flavoprotein-like protein YCP4 precursor	NA
YCR016W	0	0	0	P25617	NA	Uncharacterized protein YCR016W	NA
YCR050C	0	0	0	P25630	NA	Uncharacterized protein YCR050C	NA
YDL023C	0	0	0	Q12264	NA	Putative uncharacterized protein YDL023C	NA
YDR048C	0	0	0	A0A023PZE6	NA	Putative uncharacterized membrane protein YDR048C {ECO:0000305} precursor	NA
YDR102C	0	0	0	Q03864	NA	Putative uncharacterized protein YDR102C	NA
YDR098C-A	0	0	0	Q03856	TY1A-DR1	Transposon Ty1-DR1 Gag polyprotein	YDRCTy1-1 GAG
YDR098C-B	0	0	0	Q03855	TY1B-DR1	Transposon Ty1-DR1 Gag-Pol polyprotein	YDRCTy1-1 POL
YDR210C-D	0	0	0	Q99231	TY1B-DR3	Transposon Ty1-DR3 Gag-Pol polyprotein	YDRCTy1-2 POL
YDR154C	0	0	0	A0A023PZA4	NA	Putative uncharacterized protein YDR154C {ECO:0000305}	NA
YDR365W-A	0	0	0	P0CX70	TY1A-DR6	Transposon Ty1-DR6 Gag polyprotein	YDRWTy1-5 GAG
YDL172C	0	0	0	Q12135	NA	Putative uncharacterized protein YDL172C	NA
YDR194W-A	0	0	0	Q3E818	NA	Uncharacterized protein YDR194W-A	NA
YDL218W	0	0	0	Q07629	NA	Uncharacterized membrane protein YDL218W	NA
YDL228C	0	0	0	Q07658	NA	Putative uncharacterized protein YDL228C	NA
YDR210W-B	0	0	0	Q03494	TY2B-DR2	Transposon Ty2-DR2 Gag-Pol polyprotein	YDRWTy2-2 POL
YDL241W	0	0	0	Q07738	NA	Uncharacterized protein YDL241W	NA
YDR269C	0	0	0	P87281	NA	Putative uncharacterized protein YDR269C	NA
YDR320W-B	0	0	0	P0C5M0	NA	Uncharacterized protein YDR320W-B	NA
YDR354C-A	0	0	0	Q8TGP6	NA	Putative uncharacterized protein YDR354C-A	NA
YDR433W	0	0	0	P87269	NA	Putative uncharacterized protein YDR433W	NA
YDR461C-A	0	0	0	Q2V2P7	NA	Uncharacterized protein YDR461C-A	NA
YDR521W	0	0	0	P87273	NA	Putative uncharacterized protein YDR521W	NA
YDR541C	0	0	0	Q03049	NA	Putative uncharacterized oxidoreductase YDR541C	NA
YDR157W	0	0	0	A0A023PZE8	NA	Putative uncharacterized protein YDR157W	NA
YDL085C-A	0	0	0	Q3E7B7	NA	SERF-like protein YDL085C-A	NA
YDR199W	0	0	0	A0A023PXB9	NA	Putative uncharacterized membrane protein YDR199W	NA
YPL087W	0	0	0	Q02896	YDC1	Alkaline ceramidase YDC1	NA
YDL114W-A	0	0	0	P0C5M5	NA	Putative uncharacterized protein YDL114W-A	NA
YDR109C	0	0	0	Q04585	NA	Uncharacterized sugar kinase YDR109C	NA
YEL077W-A	0	0	0	P0CX95	NA	UPF0479 membrane protein YEL077W-A	NA
YER107W-A	0	0	0	A0A023PXJ7	NA	Putative uncharacterized membrane protein YER107W-A {ECO:0000305}	NA
YER159C-A	0	0	0	P0CX66	TY1A-ER2	Transposon Ty1-ER2 Gag polyprotein	YERCTy1-2 GAG
YER147C-A	0	0	0	A0A023PXD5	NA	Putative uncharacterized membrane protein YER147C-A {ECO:0000305} precursor	NA
YER158W-A	0	0	0	Q8TGR3	NA	Putative uncharacterized protein YER158W-A	NA
YER172C-A	0	0	0	A0A023PYF7	NA	Putative uncharacterized protein YER172C-A {ECO:0000305}	NA
YER188C-A	0	0	0	P0C0V2	NA	UPF0320 protein YER188C-A	NA
YER190C-B	0	0	0	P0CX94	NA	UPF0479 membrane protein YER190C-B	NA
YER138W-A	0	0	0	P0C270	NA	Putative uncharacterized protein YER138W-A	NA
YEL073C	0	0	0	P39974	NA	Uncharacterized protein YEL073C	NA
YER085C	0	0	0	P40058	NA	Uncharacterized protein YER085C	NA
YER190C-A	0	0	0	P0CL27	NA	Putative uncharacterized protein YER190C-A precursor	NA
YER135C	0	0	0	P40082	NA	Putative uncharacterized protein YER135C	NA
YFR009W-A	0	0	0	P0C5M9	NA	Uncharacterized protein YFR009W-A	NA
YFR012W-A	0	0	0	Q3E838	NA	Uncharacterized protein YFR012W-A	NA
YFL015W-A	0	0	0	A0A023PXD9	NA	Putative uncharacterized membrane protein YFL015W-A {ECO:0000305}	NA
YFR032C-B	0	0	0	Q8TGU2	NA	Uncharacterized protein YFR032C-B	NA
YFR052C-A	0	0	0	A0A023PZH4	NA	Putative uncharacterized protein YFR052C-A {ECO:0000305}	NA
YFL067W	0	0	0	P43537	NA	Uncharacterized membrane protein YFL067W	NA
YFR016C	0	0	0	P43597	NA	Uncharacterized protein YFR016C	NA
YFR054C	0	0	0	P43622	NA	Uncharacterized protein YFR054C	NA
YDR319C	0	0	0	Q06676	YFT2	FIT family protein YFT2	FIT2A
YGR161W-C	0	0	0	Q3E744	NA	Uncharacterized protein YGR161W-C	NA
YGR015C	0	0	0	P53208	NA	Uncharacterized abhydrolase domain-containing protein YGR015C	NA
YGR017W	0	0	0	P53210	NA	Uncharacterized protein YGR017W	NA
YGR022C	0	0	0	P53213	NA	Putative uncharacterized protein YGR022C	NA
YGR035C	0	0	0	P53222	NA	Uncharacterized protein YGR035C	NA
YGR051C	0	0	0	P53232	NA	Putative uncharacterized protein YGR051C	NA
YGR107W	0	0	0	P53263	NA	Putative uncharacterized protein YGR107W	NA
YGR117C	0	0	0	P53270	NA	Uncharacterized protein YGR117C	NA
YGR126W	0	0	0	P53274	NA	Uncharacterized protein YGR126W	NA
YGL041W-A	0	0	0	P0C5N3	NA	Uncharacterized protein YGL041W-A, mitochondrial precursor	NA
YGR226C	0	0	0	P50083	NA	Putative uncharacterized protein YGR226C	NA
YGL010W	0	0	0	P25338	NA	Uncharacterized endoplasmic reticulum membrane protein YGL010W	NA
YGL039W	0	0	0	P53183	NA	Putative uncharacterized oxidoreductase YGL039W	NA
YGL052W	0	0	0	P53175	NA	Putative uncharacterized protein YGL052W	NA
YGL117W	0	0	0	P53133	NA	Uncharacterized protein YGL117W	NA
YGL149W	0	0	0	P53116	NA	Putative uncharacterized protein YGL149W precursor	NA
YHL002C-A	0	0	0	A0A023PYG1	NA	Putative uncharacterized membrane protein YHL002C-A {ECO:0000305}	NA
YHR070C-A	0	0	0	A0A023PYH0	NA	Putative uncharacterized protein YHR070C-A {ECO:0000305} precursor	NA
YHR210C	0	0	0	P38893	NA	Uncharacterized isomerase YHR210C	NA
YHR139C-A	0	0	0	O13536	NA	Putative uncharacterized protein YHR139C-A	NA
YHR175W-A	0	0	0	Q3E815	NA	Uncharacterized membrane protein YHR175W-A	NA
YHR214W-A	0	0	0	O13534	NA	Putative uncharacterized protein YHR214W-A	NA
YHR073C-B	0	0	0	P0C5N4	NA	Uncharacterized protein YHR073C-B	NA
YHL017W	0	0	0	P38745	NA	Uncharacterized membrane protein YHL071W precursor	NA
YHL037C	0	0	0	P38733	NA	Putative uncharacterized protein YHL037C precursor	NA
YHL045W	0	0	0	P38726	NA	Putative UPF0377 protein YHL045W	NA
YHR097C	0	0	0	P38809	NA	Uncharacterized protein YHR097C	NA
YIL014C-A	0	0	0	Q02598	NA	Uncharacterized protein YIL014C-A	NA
YIL021C-A	0	0	0	Q8TGN4	NA	Putative uncharacterized protein YIL021C-A	NA
YIL082W	0	0	0	Q99219	TY3A-I	Transposon Ty3-I Gag polyprotein	YILWTy3-1 GAG
YIL001W	0	0	0	P40560	NA	Ankyrin repeat-containing protein YIL001W	NA
YIL058W	0	0	0	P40521	NA	Putative uncharacterized protein YIL058W	NA
YIR042C	0	0	0	P40586	NA	Uncharacterized protein YIR042C	NA
YJR005C-A	0	0	0	Q3E827	NA	Uncharacterized protein YJR005C-A	NA
YJL047C-A	0	0	0	Q3E737	NA	Uncharacterized protein YJL047C-A	NA
YJR107C-A	0	0	0	P0CT86	NA	Uncharacterized protein YJR107C-A {ECO:0000305|PubMed:26554900}	NA
YJR140W-A	0	0	0	Q8TGN1	NA	Putative uncharacterized protein YJR140W-A	NA
YJR061W	0	0	0	P40355	NA	Uncharacterized protein YJR061W	NA
YJR071W	0	0	0	P47121	NA	Putative uncharacterized protein YJR071W precursor	NA
YJR120W	0	0	0	P47157	NA	Putative uncharacterized protein YJR120W precursor	NA
YJL043W	0	0	0	P47053	NA	Uncharacterized protein YJL043W	NA
YJL150W	0	0	0	P47004	NA	Putative uncharacterized protein YJL150W	NA
YJL152W	0	0	0	P47003	NA	Putative uncharacterized protein YJL152W	NA
YJL215C	0	0	0	P40895	NA	Putative uncharacterized protein YJL215C	NA
YJL220W	0	0	0	P40891	NA	Putative uncharacterized protein YJL220W	NA
YJL225C	0	0	0	P40889	NA	Y' element ATP-dependent helicase YJL225C	NA
YJR020W	0	0	0	P47092	NA	Putative uncharacterized protein YJR020W	NA
YKR023W	0	0	0	P36119	NA	Uncharacterized protein YKR023W	NA
YKR033C	0	0	0	P36128	NA	Putative uncharacterized protein YKR033C	NA
YKL162C-A	0	0	0	P0C5P4	NA	Putative uncharacterized protein YKL162C-A	NA
YKL183C-A	0	0	0	Q3E765	NA	Uncharacterized protein YKL183C-A	NA
YKL070W	0	0	0	P36087	NA	Uncharacterized protein YKL070W	NA
YKL123W	0	0	0	P36071	NA	Putative uncharacterized protein YKL123W	NA
YKL223W	0	0	0	P36031	NA	Putative UPF0377 protein YKL223W	NA
YLL007C	0	0	0	Q07799	NA	Uncharacterized protein YLL007C	NA
YLR030W	0	0	0	Q07967	NA	Putative uncharacterized protein YLR030W	NA
YLR040C	0	0	0	Q07988	NA	Cell wall protein YLR040C precursor	NA
YLL056C	0	0	0	Q12177	NA	Uncharacterized protein YLL056C	NA
YLR035C-A	0	0	0	Q12088	TY1B-LR1	Transposon Ty1-LR1 Gag-Pol polyprotein	YLRCTy1-1 POL
YLR159C-A	0	0	0	P0CY05	NA	Uncharacterized protein YLR159C-A	NA
YLR162W	0	0	0	Q06235	NA	Protein YLR162W	NA
YLR410W-A	0	0	0	P0C2J4	TY2A-LR1	Transposon Ty2-LR1 Gag polyprotein	YLRWTy2-1 GAG
YLR222C-A	0	0	0	P0C5P7	NA	Putative uncharacterized protein YLR222C-A	NA
YLR225C	0	0	0	Q05948	NA	Uncharacterized SVF1-like protein YLR225C	NA
YLR358C	0	0	0	O13565	NA	Uncharacterized protein YLR358C	NA
YLR374C	0	0	0	O13545	NA	Putative uncharacterized protein YLR374C	NA
YLR399W-A	0	0	0	Q8TGM1	NA	Putative uncharacterized protein YLR399W-A	NA
YLR428C	0	0	0	O13564	NA	Putative uncharacterized protein YLR428C	NA
YLR444C	0	0	0	O13560	NA	Putative uncharacterized protein YLR444C	NA
YLR460C	0	0	0	P54007	NA	Uncharacterized protein YLR460C	NA
YLR157W-D	0	0	0	P0CE99	NA	Putative uncharacterized protein YLR157W-D	NA
YML009W-B	0	0	0	Q6B0Y1	NA	Putative uncharacterized protein YML009W-B	NA
YMR046W-A	0	0	0	Q6B0Y5	NA	Putative uncharacterized membrane protein YMR046W-A	NA
YML054C-A	0	0	0	Q3E809	NA	Uncharacterized protein YML054C-A	NA
YMR122C	0	0	0	Q03879	NA	Putative uncharacterized protein YMR122C	NA
YML116W-A	0	0	0	Q6B108	NA	Putative uncharacterized protein YML116W-A	NA
YMR124W	0	0	0	P39523	NA	Uncharacterized protein YMR124W	NA
YMR013C-A	0	0	0	P0C5Q3	NA	Uncharacterized protein YMR013C-A	NA
YMR050C	0	0	0	Q04670	TY1B-MR2	Transposon Ty1-MR2 Gag-Pol polyprotein	YMRCTy1-4 POL
YMR272W-B	0	0	0	Q8TGS5	NA	Uncharacterized protein YMR272W-B precursor	NA
YAL026C-A	0	0	0	A0A023PXH4	NA	Putative uncharacterized membrane protein YAL026C-A {ECO:0000305}	NA
YAL067W-A	0	0	0	Q8TGK6	NA	Putative UPF0377 protein YAL067W-A	NA
YAR075W	0	0	0	O42831	NA	Putative inosine-5'-monophosphate dehydrogenase-like protein YAR075W	NA
YAR030C	0	0	0	P39550	NA	Putative uncharacterized protein YAR030C	NA
YAR053W	0	0	0	P39559	NA	Putative uncharacterized protein YA5053W	NA
YAR061W	0	0	0	P0CX90	NA	Uncharacterized protein YAR061W	NA
YAR062W	0	0	0	P0CI66	NA	Putative uncharacterized protein YAR062W	NA
YAR069C	0	0	0	P0CX92	NA	Putative uncharacterized protein YAR069C	NA
YDR423C	0	0	0	P24813	CAD1	AP-1-like transcription activator YAP2	YAP2
YOL028C	0	0	0	Q08182	YAP7	AP-1-like transcription factor YAP7	NA
YBL008W-A	0	0	0	Q3E821	NA	Uncharacterized protein YBL008W-A precursor	NA
YBL107W-A	0	0	0	Q6B113	NA	Putative uncharacterized protein YBL107W-A	NA
YBR012W-A	0	0	0	Q12217	TY1A-BR	Transposon Ty1-BR Gag polyprotein	YBRWTy1-2 GAG
YBR174C	0	0	0	P38294	NA	Putative uncharacterized protein YBR174C	NA
YBR178W	0	0	0	P38296	NA	Putative uncharacterized protein YBR178W	NA
YBL039C-A	0	0	0	P0C5K9	NA	Uncharacterized protein YBL039C-A	NA
YBR224W	0	0	0	P38320	NA	Putative uncharacterized membrane protein YBR224W precursor	NA
YBR292C	0	0	0	P38357	NA	Putative uncharacterized protein YBR292C	NA
YBR284W	0	0	0	P38150	NA	Inactive deaminase YBR284W	NA
YBL071C	0	0	0	P38185	NA	Putative uncharacterized protein YBL071C	NA
YBL081W	0	0	0	P38180	NA	Uncharacterized protein YBL081W	NA
YBL108W	0	0	0	P38161	NA	Putative UPF0377 protein YBL108W	NA
YBR016W	0	0	0	P38216	NA	Uncharacterized protein YBR016W	NA
YBR027C	0	0	0	P38220	NA	Putative uncharacterized protein YBR027C	NA
YBR064W	0	0	0	P38240	NA	Putative uncharacterized membrane protein YBR064W	NA
YBR090C	0	0	0	P38253	NA	Uncharacterized protein YBR090C	NA
YBR144C	0	0	0	P34215	NA	Putative uncharacterized protein YBR144C	NA
YCR015C	0	0	0	P25616	NA	UPF0655 protein YCR015C	NA
YCR041W	0	0	0	P37265	NA	Uncharacterized protein YCR041W	NA
YCR085W	0	0	0	P25650	NA	Putative uncharacterized protein YCR085W	NA
YCR102C	0	0	0	P25608	NA	Uncharacterized protein YCR102C	NA
YDR008C	0	0	0	A0A023PZ99	NA	Putative uncharacterized protein YDR008C {ECO:0000305}	NA
YDR029W	0	0	0	Q12111	NA	Putative uncharacterized protein YDR029W	NA
YDR524W-C	0	0	0	P0C1Z1	NA	Uncharacterized protein YDR524W-C	NA
YDR290W	0	0	0	P87280	NA	Putative uncharacterized protein YDR290W	NA
YDR306C	0	0	0	Q06640	NA	F-box protein YDR306C	NA
YDR338C	0	0	0	Q05497	NA	Uncharacterized transporter YDR338C	NA
YDR543C	0	0	0	Q03051	NA	Putative UPF0320 protein YDR543C	NA
YDL159C-B	0	0	0	Q8TGP9	NA	Putative uncharacterized protein YDL159C-B	NA
YDR186C	0	0	0	Q04007	NA	Uncharacterized protein YDR186C	NA
YER068C-A	0	0	0	A0A023PXC7	NA	Putative uncharacterized membrane protein YER068C-A {ECO:0000305}	NA
YER078W-A	0	0	0	Q3E7A2	NA	Uncharacterized protein YER078W-A	NA
YER091C-A	0	0	0	Q02590	NA	Putative uncharacterized protein YER091C-A	NA
YER119C-A	0	0	0	P87191	NA	Putative uncharacterized protein YER119C-A	NA
YER137C-A	0	0	0	P0CX71	TY1A-ER1	Transposon Ty1-ER1 Gag polyprotein	YERCTy1-1 GAG
YER137W-A	0	0	0	A0A023PZG5	NA	Putative uncharacterized protein YER137W-A {ECO:0000305} precursor	NA
YER175W-A	0	0	0	Q8TGU4	NA	Uncharacterized protein YER175W-A	NA
YER088C-A	0	0	0	A0A023PXD3	NA	Putative uncharacterized protein YER088C-A {ECO:0000305}	NA
YEL004W	0	0	0	P40004	YEA4	UDP-N-acetylglucosamine transporter YEA4	NA
YEL043W	0	0	0	P32618	NA	Uncharacterized protein YEL043W	NA
YEL076C	0	0	0	P39971	NA	Uncharacterized protein YEL076C	NA
YER076C	0	0	0	P40049	NA	Putative uncharacterized protein YER076C precursor	NA
YER137C	0	0	0	P40083	NA	Uncharacterized protein YEL137C	NA
YER156C	0	0	0	P40093	NA	UPF0160 protein YER156C	NA
YGL063C-A	0	0	0	Q8TGP0	NA	Putative uncharacterized protein YGL063C-A	NA
YGR169C-A	0	0	0	Q3E772	NA	Uncharacterized protein YGR169C-A	NA
YGL194C-A	0	0	0	Q2V2P6	NA	Uncharacterized protein YGL194C-A	NA
YGR018C	0	0	0	P53211	NA	Uncharacterized protein YGR018C	NA
YGR045C	0	0	0	P53229	NA	Putative uncharacterized protein YGR045C	NA
YGR240C-A	0	0	0	Q3E786	NA	Uncharacterized protein YGR240C-A	NA
YGR296C-B	0	0	0	P0CX96	NA	UPF0479 membrane protein YGR296C-B	NA
YGR109W-B	0	0	0	Q99315	TY3B-G	Transposon Ty3-G Gag-Pol polyprotein	YGRWTy3-1 POL
YGR130C	0	0	0	P53278	NA	Uncharacterized protein YGR130C	NA
YGR168C	0	0	0	P53293	NA	Uncharacterized protein YGR168C	NA
YGL072C	0	0	0	P53161	NA	Putative uncharacterized protein YGL072C	NA
YGL230C	0	0	0	P53074	NA	Uncharacterized protein YGL230C	NA
YGL260W	0	0	0	P53056	NA	Putative UPF0377 protein YGL260W	NA
YHR202W	0	0	0	P38887	NA	Uncharacterized protein YHR202W	NA
YHR054W-A	0	0	0	P0CL33	NA	Putative uncharacterized protein YHR054W-A	NA
YHR071C-A	0	0	0	A0A023PXF2	NA	Putative uncharacterized protein YHR071C-A	NA
YHR182C-A	0	0	0	A0A023PZI9	NA	Putative uncharacterized protein YHR182C-A {ECO:0000305}	NA
YHL050C	0	0	0	P38721	NA	Uncharacterized protein YHL050C	NA
YHR131C	0	0	0	P38835	NA	PH domain-containing protein YHR131C	NA
YIR020C-B	0	0	0	Q03888	NA	Putative uncharacterized protein YIR020C-B	NA
YIR023C-A	0	0	0	A0A023PZF9	NA	Putative uncharacterized membrane protein YIR023C-A {ECO:0000305}	NA
YIR036W-A	0	0	0	A0A023PYI5	NA	Putative uncharacterized membrane protein YIR036W-A {ECO:0000305}	NA
YIL102C-A	0	0	0	Q2V2P5	NA	Uncharacterized protein YIL102C-A	NA
YMR152W	0	0	0	P28625	YIM1	Protein YIM1	NA
YMR151W	0	0	0	P28626	YIM2	Putative uncharacterized protein YIM2	NA
YIL161W	0	0	0	P40449	NA	Uncharacterized protein YIL161W	NA
YIL174W	0	0	0	P0CL25	NA	Putative UPF0377 protein YIL174W	NA
