oln_id	uniprot_acc	gene_name	description	synonyms
YMR075C-A	Q6B0Y7		Putative uncharacterized protein YMR075C-A	
YML009C-A	A0A023PYJ0		Putative uncharacterized membrane protein YML009C-A {ECO:0000305}	
YMR173W-A	A0A023PXQ4		Putative uncharacterized membrane protein YMR173W-A {ECO:0000305}	
YMR134W	P40207		Uncharacterized protein YMR134W	
YMR306C-A	A0A023PXI0		Putative uncharacterized membrane protein YMR306C-A {ECO:0000305}	
YMR315W-A	Q8TGS4		Uncharacterized protein YMR315W-A precursor	
YMR187C	Q03236		Uncharacterized protein YMR187C	
YMR158C-A	Q3E843		Uncharacterized protein YMR158C-A	
YMR244W	Q04018		Uncharacterized protein YMR244W	
YMR253C	Q04835		Uncharacterized membrane protein YMR253C	
YMR279C	Q03263		Uncharacterized transporter YMR279C	
YNL296W	P53828		Putative uncharacterized protein YNL296W	
YNL320W	P42840		Uncharacterized membrane protein YNL320W	
YNR005C	P53717		Putative uncharacterized protein YNR005C	
YNR025C	P53726		Putative uncharacterized protein YNR025C	
YNR042W	P53737		Putative uncharacterized protein YNR042W	
YNR061C	P53747		Uncharacterized vacuolar membrane protein YNR061C	
YNR063W	P53749		Uncharacterized transcriptional regulatory protein YNR063W	
YNR068C	P53754		Uncharacterized protein YNR068C	
YNL018C	P53976		Uncharacterized protein YNL018C	
YNL339W-B	P0CL36		Putative UPF0479 protein YNL339W-B	
YNL120C	P53922		Putative uncharacterized protein YNL120C	
YNL146W	P53906		Uncharacterized protein YNL146W	
YNL171C	P53887		Putative uncharacterized protein YNL171C	
YNL184C	P53876		Uncharacterized protein YNL184C	
YNL195C	P40168		Uncharacterized protein YNL195C	
YOR015W	Q12169		Putative uncharacterized protein YOR015W	
YOL024W	Q08172		Putative uncharacterized protein YOL024W	
YOL029C	Q08187		Uncharacterized protein YOL029C	
YOL037C	Q08205		Putative uncharacterized protein YOL037C	
YOR093C	Q12275		Uncharacterized protein YOR093C	
YOR108C-A	Q8TGL6		Putative uncharacterized protein YOR108C-A	
YOR111W	Q99210		Maf-like protein YOR111W	
YOL134C	Q08272		Putative uncharacterized protein YOL134C precursor	
YOL162W	P0CF19		Putative uncharacterized transporter YOL162W	
YOR186W	Q08560		Putative uncharacterized protein YOR186W	
YOR268C	Q08734		Uncharacterized protein YOR268C	
YOR283W	Q12040		Broad-specificity phosphatase YOR283W	
YOR314W	Q12506		Putative uncharacterized protein YOR314W	
YOR325W	Q12261		Putative uncharacterized protein YOR325W	
YOR333C	Q08789		Putative uncharacterized protein YOR333C	
YPR028W	Q12402	YOP1	Protein YOP1	YIP2
YOR029W	Q12243		Putative uncharacterized protein YOR029W	
YOR072W	Q08486		Putative uncharacterized protein YOR072W	
YOR114W	Q12219		Uncharacterized protein YOR114W	
YPR053C	Q6Q5F3		Putative uncharacterized protein YPR053C	
YPL067C	Q02754		Uncharacterized protein YPL067C	
YPR074W-A	P0C5R6		Putative uncharacterized protein YPR074W-A	
YPL108W	Q02872		Uncharacterized protein YPL108W	
YPR130C	O13568		Putative uncharacterized protein YPR130C	
YPL142C	Q08916		Putative uncharacterized protein YPL142C	
YPR147C	Q06522		Uncharacterized protein YPR147C	
YPR148C	Q06523		Uncharacterized protein YPR148C	
YPL150W	Q12152		Putative serine/threonine-protein kinase YPL150W	
YPL182C	Q08922		Putative uncharacterized protein YPL182C	
YPL197C	Q08953		Putative uncharacterized protein YPL197C	
YPL238C	Q99401		Putative uncharacterized protein YPL238C	
YPL247C	Q12523		WD repeat-containing protein YPL247C	
YPL261C	Q08976		Putative uncharacterized protein YPL261C precursor	
YPL277C	Q08989		Uncharacterized protein YPL277C precursor	
YPL060C-A	A0A0B7P3V8	TY4B-P	Transposon Ty4-P Gag-Pol polyprotein	YPLCTy4-1 POL
YKL126W	P12688	YPK1	Serine/threonine-protein kinase YPK1	SLI2
YPR002C-A	Q6B0V7		Putative uncharacterized protein YPR002C-A	
YDR368W	Q12458	YPR1	Putative reductase 1	
YIL063C	P40517	YRB2	Ran-specific GTPase-activating protein 2	
YOR172W	Q12340	YRM1	Zinc finger transcription factor YRM1	
YOR003W	P25036	YSP3	Subtilisin-like protease 3 precursor	
YOR087W	Q12324	YVC1	Calcium channel YVC1	
YBR139W	P38109		Putative serine carboxypeptidase YBR139W	
YCL075W	P25601	TY5B	Putative transposon Ty5-1 protein YCL075W	
YCR001W	P25347		Putative uncharacterized protein YCR001W	
YLL055W	Q12235	YCT1	High affinity cysteine transporter	
YDL009C	Q12210		Uncharacterized protein YDL009C	
YDR015C	Q12195		Putative uncharacterized protein YDR015C	
YDL034W	Q12448		Putative uncharacterized protein YDL034W	
YDL057W	Q07379		Putative uncharacterized protein YDL057W	
YDL086C-A	Q8TGP8		Putative uncharacterized protein YDL086C-A	
YDL159W-A	Q3E774		Uncharacterized protein YDL159W-A	
YDR365W-B	P0C2I3	TY1B-DR6	Transposon Ty1-DR6 Gag-Pol polyprotein	YDRWTy1-5 POL
YDL187C	Q07613		Putative uncharacterized protein YDL187C	
YDR209C	Q03480		Putative uncharacterized protein YDR209C	
YDR215C	Q12240		Putative uncharacterized protein YDR215C	
YDR034C-D	Q12472	TY2B-DR1	Transposon Ty2-DR1 Gag-Pol polyprotein	YDRCTy2-1 POL
YDR230W	A0A023PZA9		Putative uncharacterized protein YDR230W {ECO:0000305}	
YDL242W	Q07746		Putative uncharacterized protein YDL242W	
YDR524C-B	Q3E6R4		Uncharacterized protein YDR524C-B precursor	
YDR034W-B	Q6Q5X2		Cysteine-rich and transmembrane domain-containing protein YDR034W-B	
YDR396W	O13522		Putative uncharacterized protein YDR396W	
YDR406W-A	P0C5M2		Putative uncharacterized protein YDR406W-A	
YDR431W	Q04069		Putative uncharacterized protein YDR431W	
YDR445C	Q04100		Putative uncharacterized protein YDR445C precursor	
YDR476C	Q03362		Uncharacterized protein YDR476C	
YDR509W	P87272		Putative uncharacterized protein YDR509W	
YDR535C	Q04434		Putative uncharacterized protein YDR535C	
YDR544C	Q03057		Putative uncharacterized protein YDR544C	
YDR187C	A0A023PYD7		Putative uncharacterized membrane protein YDR187C {ECO:0000305}	
YDR114C	Q04597		Uncharacterized protein YDR114C	
YER006C-A	A0A023PXI8		Putative uncharacterized protein YER006C-A {ECO:0000305}	
YER066C-A	P87263		Putative uncharacterized protein YER066C-A	
YEL020C	P39994		Putative 2-hydroxyacyl-CoA lyase	
YBL060W	P34225	YEL1	Guanine-nucleotide exchange factor YEL1	
YKL065C	P35723	YET1	Endoplasmic reticulum transmembrane protein 1	
YER121W	P40076		Uncharacterized protein YER121W	
YFR010W-A	P0C5N0		Uncharacterized protein YFR010W-A	
YFL031C-A	Q8TGU3		Putative uncharacterized protein YFL031C-A	
YFR036W-A	A0A023PZD0		Putative uncharacterized protein YFR036W-A {ECO:0000305}	
YFL002W-B	P0CX61	TY2A-F	Transposon Ty2-F Gag polyprotein	YFLWTy2-1 GAG
YFL032W	P43566		Putative uncharacterized protein YFL032W	
YGR011W	P53205		Putative uncharacterized protein YGR011W	
YGR016W	P53209		Uncharacterized membrane protein YGR016W	
YGR025W	P53216		Putative uncharacterized protein YGR025W	
YGR039W	P53225		Putative uncharacterized protein YGR039W	
YGR204C-A	Q8TGT7		Uncharacterized protein YGR204C-A	
YGR161W-A	P0CX62	TY2A-GR2	Transposon Ty2-GR2 Gag polyprotein	YGRWTy2-2 GAG
YGR064W	P53240		Putative uncharacterized protein YGR064W	
YGL041C-B	Q3E750		Uncharacterized protein YGL041C-B	
YGR182C	P53300		Putative uncharacterized protein YGR182C	
YGR210C	P42942		Uncharacterized GTP-binding protein YGR210C	
YGR266W	P53326		Uncharacterized protein YGR266W	
YGL082W	P53155		Uncharacterized protein YGL082W	
YGL109W	P53138		Putative uncharacterized protein YGL109W	
YGL159W	P53110		Uncharacterized protein YGL159W	
YGL165C	P53106		Putative uncharacterized protein YGL165C	
YGL176C	P46945		Uncharacterized protein YGL176C	
YGL199C	P53092		Putative uncharacterized protein YGL199C	
YGL214W	P53087		Putative uncharacterized protein YGL214W	
YHR007C-A	Q07074		Uncharacterized protein YHR007C-A	
YHR022C-A	Q8TGT6		Uncharacterized protein YHR022C-A	
YPL191C	Q08930		Uncharacterized protein YPL191C	
YHL030W-A	A0A023PZD5		Putative uncharacterized protein YHL030W-A {ECO:0000305}	
YHL046W-A	A0A023PYG5		Putative uncharacterized protein YHL046W-A {ECO:0000305}	
YHR131W-A	A0A023PXM2		Putative uncharacterized protein YHR131W-A {ECO:0000305}	
YHR214C-B	O13535	TY1B-H	Transposon Ty1-H Gag-Pol polyprotein	YHRCTy1-1 POL
YHR045W	P38775		Putative uncharacterized protein YHR045W	
YIL047C-A	A0A023PYH8		Putative uncharacterized protein YIL047C-A {ECO:0000305}	
YIL068W-A	A0A023PXN3		Putative uncharacterized protein YIL068W-A {ECO:0000305}	
YIL071W-A	A0A023PZF3		Putative uncharacterized protein YIL071W-A {ECO:0000305}	
YIL115W-A	A0A023PZJ9		Putative uncharacterized protein YIL115W-A {ECO:0000305}	
YIR020W-A	Q03886		Putative uncharacterized protein YIR020W-A	
YIL006W	P40556	YIA6	Mitochondrial nicotinamide adenine dinucleotide transporter 1	NDT1
YIL028W	P40539		Putative uncharacterized protein YIL028W	
YIL032C	P40536		Putative uncharacterized protein YIL032C	
YIL054W	P40524		Uncharacterized membrane protein YIL054W	
YIL059C	P40520		Uncharacterized protein YIL059C precursor	
YCR059C	P25637	YIH1	Protein IMPACT homolog	
YIL089W	P40500		Uncharacterized membrane protein YIL089W	
YJL133C-A	Q3E7A3		Uncharacterized protein YJL133C-A	
YJL032W	P47059		Putative uncharacterized protein YJL032W	
YJL163C	P46996		Uncharacterized membrane protein YJL163C	
YJL181W	P46987		UPF0508 protein YJL181W	
YJL195C	P39541		Putative uncharacterized protein YJL195C	
YJL211C	P40898		Putative uncharacterized protein YJL211C	
YJL218W	P40892		Putative acetyltransferase YJL218W	
YJR011C	P47086		Uncharacterized protein YJR011C	
YJR018W	P47091		Putative uncharacterized protein YJR018W	
YKL096C-B	Q8TGT2		Uncharacterized protein YKL096C-B	
YKL106C-A	Q3E7A0		Uncharacterized protein YKL106C-A	
YKR047W	P36140		Putative uncharacterized protein YKR047W	
YKL033W-A	Q86ZR7		Putative uncharacterized hydrolase YKL033W-A	
YKL050C	P35736		Uncharacterized protein YKL050C	
YKL100C	P34248		Probable intramembrane protease YKL100C	
YKL136W	P36065		Putative uncharacterized protein YKL136W	
YLR256W-A	P0C2I8	TY1A-LR4	Transposon Ty1-LR4 Gag polyprotein	YLRWTy1-4 GAG
YLR256W-B	P0C2I7	TY1B-LR4	Transposon Ty1-LR4 Gag-Pol polyprotein	YLRWTy1-4 POL
YLR256W-C	P0C2I7	TY1B-LR4	Transposon Ty1-LR4 Gag-Pol polyprotein	YLRWTy1-4 POL
YLR202C	O13531		Putative uncharacterized protein YLR202C	
YLR286W-A	Q8TGM4		Putative uncharacterized protein YLR286W-A	
YLR296W	Q05898		Putative uncharacterized protein YLR296W	
YLR311C	Q06158		Putative uncharacterized membrane protein YLR311C	
YLR349W	O94086		Putative uncharacterized protein YLR349W	
YLR412C-A	Q3E742		Uncharacterized protein YLR412C-A	
YLR463C	O13557		Putative uncharacterized protein YLR463C	
YLR159W	P0CE97		Putative uncharacterized protein YLR159W	
YLR466C-A	P0CL38		Putative UPF0479 protein YLR466C-A	
YLL053C	P0CD98		Putative uncharacterized protein YLL053C	
YMR155W	Q03795		Uncharacterized membrane protein YMR155W	
YMR206W	Q03695		Uncharacterized protein YMR206W	
YMR210W	Q03649		Putative esterase YMR210W	
YMR272W-A	Q8TGM0		Uncharacterized protein YMR272W-A	
YMR194C-A	P0C5Q6		Putative uncharacterized protein YMR194C-A	
YBR104W	P38087	YMC2	Carrier protein YMC2, mitochondrial precursor	
YML084W	Q04521		Putative uncharacterized protein YML084W precursor	
YMR074C	Q04773		Uncharacterized protein YMR074C	
YMR090W	Q04304		UPF0659 protein YMR090W	
YMR099C	Q03161		Glucose-6-phosphate 1-epimerase	
YNR001W-A	P0C5Q7		Putative uncharacterized protein YNR001W-A	
YNL162W-A	Q3E7A8		Uncharacterized protein YNL162W-A	
YNL040W	P53960		Putative alanyl-tRNA editing protein alaX	
YHR090C	P38806	YNG2	Chromatin modification-related protein YNG2	EAF4;NBN1
YNL089C	P53936		Putative uncharacterized protein YNL089C	
YNL114C	P53926		Putative uncharacterized protein YNL114C	
YNL122C	P53921		Putative mitochondrial ribosomal protein YNL122C precursor	
YNL198C	P40166		Uncharacterized protein YNL198C, mitochondrial precursor	
YOL103W-A	Q92392	TY1A-OL	Transposon Ty1-OL Gag polyprotein	YOLWTy1-1 GAG
YOR142W-B	Q92393	TY1B-OR	Transposon Ty1-OR Gag-Pol polyprotein	YORWTy1-2 POL
YOR146W	Q08533		Putative uncharacterized protein YOR146W	
YOL150C	Q08293		Putative uncharacterized protein YOL150C	
YOL163W	P0CF20		Putative uncharacterized transporter YOL163W	
YOL118C	Q08259		Putative uncharacterized protein YOL118C	
YGR281W	P53049	YOR1	Oligomycin resistance ATP-dependent permease YOR1	
YPR010C-A	A5Z2X5		UPF0495 protein YPR010C-A	
YPR013C	Q12145		Zinc finger protein YPR013C	
YPR022C	Q12139		Zinc finger protein YPR022C	
YPL044C	O13520		Putative uncharacterized protein YPL044C	
YPL066W	Q12194		Uncharacterized protein YPL066W	
YPL071C	Q02864		Uncharacterized protein YPL071C	
YPR078C	Q06813		Uncharacterized protein YPR078C	
YPR096C	O13587		Uncharacterized protein YPR096C	
YPL102C	O13517		Putative uncharacterized protein YPL102C	
YPL113C	Q02961		Putative 2-hydroxyacid dehydrogenase YPL113C	
YPR117W	Q06116		Uncharacterized protein YPR117W	
YPR123C	O13566		Putative uncharacterized protein YPR123C	
YPL136W	O13519		Putative uncharacterized protein YPL136W precursor	
YPR158W-B	P0C2J0	TY1B-PR2	Transposon Ty1-PR2 Gag-Pol polyprotein	YPRWTy1-3 POL
YPR158C-D	P0C2J1	TY1B-PR3	Transposon Ty1-PR3 Gag-Pol polyprotein	YPRCTy1-4 POL
YPR177C	O13575		Putative uncharacterized protein YPR177C	
YPR202W	Q08993		Putative uncharacterized protein YPR202W	
YPR204C-A	P0CX98		UPF0479 membrane protein YPR204C-A	
YPL229W	Q99395		Uncharacterized protein YPL229W	
YPL257W	Q08974		Uncharacterized membrane protein YPL257W	
YFR003C	P43587	YPI1	Type 1 phosphatases regulator YPI1	
YOR291W	Q12697	YPK9	Vacuolar cation-transporting ATPase YPK9	
YOL092W	Q12010	YPQ1	Probable vacuolar amino acid transporter YPQ1	
YPR108W-A	Q3E7B3		Uncharacterized protein YPR108W-A	
YPR136C	O13569		Uncharacterized protein YPR136C	
YPR146C	O13571		Putative uncharacterized protein YPR146C	
YLR121C	Q12303	YPS3	Aspartic proteinase yapsin-3 precursor	
YDR349C	Q06325	YPS7	Aspartic proteinase yapsin-7 precursor	
YNL304W	P48559	YPT11	GTP-binding protein YPT11	
YLR262C	Q99260	YPT6	GTP-binding protein YPT6	
YBR162W-A	P38374	YSY6	Protein YSY6	
YPR107C	Q06102	YTH1	mRNA 3'-end-processing protein YTH1	
YER152C	P10356		Uncharacterized protein YER152C	
YFL013W-A	Q03187		Putative uncharacterized protein YFL013W-A precursor	
YFR034W-A	Q8TGR2		Putative uncharacterized protein YFR034W-A precursor	
YFL034W	P43564		Uncharacterized membrane protein YFL034W	
YFL054C	P43549		Uncharacterized membrane protein YFL054C	
YFR007W	P43591	YFH7	ATP-dependent kinase YFH7	AIM12
YFR056C	P43624		Putative uncharacterized protein YFR056C	
YGL014C-A	P0C5N1		Uncharacterized protein YGL014C-A	
YGL123C-A	Q8TGP1		Putative uncharacterized protein YGL123C-A	
YGR038C-B	Q12269	TY1B-GR2	Transposon Ty1-GR2 Gag-Pol polyprotein	YGRCTy1-2 POL
YGR042W	P53227		Uncharacterized protein YGR042W	
YGL258W-A	Q3E740		Uncharacterized protein YGL258W-A	
YGR066C	P53242		Uncharacterized protein YGR066C	
YGR079W	P53249		Putative uncharacterized protein YGR079W precursor	
YGR122W	P53272		Uncharacterized protein YGR122W	
YGR125W	P53273		Uncharacterized vacuolar membrane protein YGR125W	
YGR164W	P53291		Putative uncharacterized protein YGR164W	
YGR242W	P53310		Putative uncharacterized protein YGR242W	
YGR250C	P53316		Uncharacterized RNA-binding protein YGR250C	
YGR283C	P53336		Putative methyltransferase YGR283C {ECO:0000305}	
YGR293C	P53342		Putative uncharacterized protein YGR293C	
YGL024W	P53190		Putative uncharacterized protein YGL024W	
YGL042C	P53181		Putative uncharacterized protein YGL042C	
YGL118C	P53132		Putative uncharacterized protein YGL118C	
YGL138C	P53122		Uncharacterized protein YGL138C	
YGL152C	P53113		Putative uncharacterized protein YGL152C	
YGL182C	P53103		Putative uncharacterized protein YGL182C	
YHL034W-A	A0A023PZH9		Putative uncharacterized protein YHL034W-A {ECO:0000305}	
YHR069C-A	A0A023PZI4		Putative uncharacterized membrane protein YHR069C-A {ECO:0000305}	
YHR218W	P38899		Putative uncharacterized protein YHR218W	
YHR212C	P0CX89		Putative uncharacterized protein YHR212C	
YHR218W-A	A0A023PXF5		Putative uncharacterized helicase-like protein YHR218W-A {ECO:0000305}	
YHR214C-D	P0CX93		Uncharacterized protein YHR214C-D	
YHR050W-A	Q05451		Putative uncharacterized protein YHR050W-A	
YHL026C	P38740		Uncharacterized protein YHL026C	
YHL042W	P38729		Putative uncharacterized protein YHL042W precursor	
YHL044W	P38727		DUP240 protein YHL044W	
YHR048W	P38776	YHK8	Probable drug/proton antiporter YHK8	
YHR078W	P38799		Uncharacterized protein YHR078W	
YHR095W	P38808		Putative uncharacterized protein YHR095W	
YHR125W	P38831		Putative uncharacterized protein YHR125W	
YHR127W	P38833		Uncharacterized protein YHR127W	
YIL030W-A	A0A023PZJ3		Putative uncharacterized membrane protein YIL030W-A {ECO:0000305}	
YIL105W-A	Q8TGN5		Uncharacterized protein YIL105W-A	
YIL156W-B	Q2V2P4		Uncharacterized protein YIL156W-B precursor	
YJL225W-A	P0CL42		Putative UPF0479 protein YJL225W-A	
YIL156W-A	A0A023PXG3		Putative uncharacterized membrane protein YIL156W-A {ECO:0000305}	
YIL060W	P40519		Uncharacterized protein YIL060W	
YIL086C	P40503		Putative uncharacterized protein YIL086C	
YIL100W	P40490		Putative uncharacterized protein YIL100W	
YIL020C-A	A0A023PXM7		Putative uncharacterized protein YIL020C-A {ECO:0000305}	
YGL198W	P53093	YIP4	Protein YIP4	
YIL175W	P0CL23		Putative UPF0377 protein YIL175W	
YIR014W	P40570		Putative uncharacterized protein YIR014W	
YIR020C	P40575		Uncharacterized protein YIR020C	
YIR035C	P40579		Uncharacterized oxidoreductase YIR035C	
YJR112W-A	Q3E743		Uncharacterized protein YJR112W-A	
YJL127C-B	Q3E828		UPF0618 protein YJL127C-B	
YJL136W-A	Q3E801		Uncharacterized protein YJL136W-A	
YJR151W-A	Q3E775		Uncharacterized protein YJR151W-A	
YJL197C-A	P0C5P0		Uncharacterized protein YJL197C-A	
YIL177W-A	P0CL41		Putative UPF0479 protein YIL177W-A	
YJL077W-A	Q8TGN3		Uncharacterized protein YJL077W-A	
YJR111C	P47148		Uncharacterized protein YJR111C	
YJR128W	P47162		Putative uncharacterized protein YJR128W	
YJR142W	P47173		Uncharacterized protein YJR142W	
YJR162C	P47188		Putative UPF0320 protein YJR162C	
YJL007C	P47080		Putative uncharacterized protein YJL007C	
YJL067W	P40365		Putative uncharacterized protein YJL067W	
YJL171C	P46992		Cell wall protein YJL171C precursor	
YJL206C	P39529		Putative transcriptional regulatory protein YJL206C	
YJR015W	P47090		Uncharacterized endoplasmic reticulum membrane protein YJR015W	
YKR104W	P0CE69		Putative uncharacterized protein YKR104W	
YKL156C-A	Q8TGN0		Putative uncharacterized protein YKL156C-A	
YKR070W	P36151		Uncharacterized protein YKR070W	
YKL030W	P36099		Putative uncharacterized protein YKL030W	
YKL066W	P36089		Putative uncharacterized protein YKL066W	
YKL075C	P36083		Uncharacterized protein YKL075C	
YKL097C	P34245		Putative uncharacterized protein YKL097C	
YKL102C	P34249		Putative uncharacterized protein YKL102C	
YKR005C	Q02203		Uncharacterized protein YKR005C precursor	
YKR011C	Q02209		Uncharacterized protein YKR011C	
YLL020C	Q07811		Putative uncharacterized protein YLL020C	
YLR149C	Q99296		Uncharacterized protein YLR149C	
YLR154C-G	Q3E813		Uncharacterized protein YLR154C-G	
YLR424C-A	P0C2J5	TY2B-LR2	Transposon Ty2-LR2 Gag-Pol polyprotein	YLRCTy2-2 POL
YLR257W	Q06146		Uncharacterized protein YLR257W	
YLR279W	O13540		Putative uncharacterized protein YLR279W	
YLR281C	Q05863		Uncharacterized peptide chain release factor-like protein YLR281C, mitochondrial precursor	
YLR297W	Q05899		Uncharacterized vacuolar protein YLR297W	
YLR339C	O94085		Putative uncharacterized protein YLR339C	
YLR346C	Q06139		Uncharacterized protein YLR346C, mitochondrial	
YLR406C-A	Q8TGT1		Uncharacterized protein YLR406C-A precursor	
YLR413W	Q06689		Cell membrane protein YLR413W precursor	
YLR422W	Q06409		DOCK-like protein YLR422W	
YLR456W	Q06199		Pyridoxamine 5'-phosphate oxidase YLR456W homolog	
YLR466C-B	Q8TGJ4		Putative uncharacterized protein YLR466C-B	
YLL066W-A	P0CY00		UPF0479 membrane protein YLL066W-A	
YMR084W	A2P2R3		Putative glutamine--fructose-6-phosphate aminotransferase [isomerizing]	
YMR085W	P0CF18		Uncharacterized protein YMR085W	
YML101C-A	Q6B0Z2		Putative uncharacterized protein YML101C-A	
YMR153C-A	A0A023PYJ4		Putative uncharacterized protein YMR153C-A {ECO:0000305}	
YMR181C	Q03231		Uncharacterized protein YMR181C	
YMR209C	Q03648		Uncharacterized protein YMR209C	
YMR252C	Q04814		Uncharacterized protein YMR252C	
YMR262W	P38430		Uncharacterized deoxyribonuclease YMR262W	
YMR321C	Q04898		Putative uncharacterized protein YMR321C	
